metro_code,metro_name,metro_pop,metro_type,variable_name,applications,loans,denials,results_def,odds_ratio,odds_ratio_rd,number_denials_compared_to_10_white,white_loans,white_denials,white_apps
29420,"Lake Havasu City-Kingman, AZ",207695,Metropolitan Statistical Area,Black,11,10,1,No meaningful results,,,,1104,95,1199
29420,"Lake Havasu City-Kingman, AZ",207695,Metropolitan Statistical Area,Latino,102,86,16,No meaningful results,,,,1104,95,1199
29420,"Lake Havasu City-Kingman, AZ",207695,Metropolitan Statistical Area,Native American,9,6,3,No meaningful results,,,,1104,95,1199
29420,"Lake Havasu City-Kingman, AZ",207695,Metropolitan Statistical Area,AAPI,25,24,1,No meaningful results,,,,1104,95,1199
16940,"Cheyenne, WY",98320,Metropolitan Statistical Area,Black,5,5,0,No meaningful results,,,,632,24,656
16940,"Cheyenne, WY",98320,Metropolitan Statistical Area,Latino,62,61,1,No meaningful results,,,,632,24,656
16940,"Cheyenne, WY",98320,Metropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,632,24,656
16940,"Cheyenne, WY",98320,Metropolitan Statistical Area,AAPI,10,10,0,No meaningful results,,,,632,24,656
35440,"Newport, OR",48547,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,274,25,299
35440,"Newport, OR",48547,Micropolitan Statistical Area,Latino,14,12,2,No meaningful results,,,,274,25,299
35440,"Newport, OR",48547,Micropolitan Statistical Area,Native American,8,7,1,No meaningful results,,,,274,25,299
35440,"Newport, OR",48547,Micropolitan Statistical Area,AAPI,8,8,0,No meaningful results,,,,274,25,299
16180,"Carson City, NV",54773,Metropolitan Statistical Area,Black,2,1,1,No meaningful results,,,,319,7,326
16180,"Carson City, NV",54773,Metropolitan Statistical Area,Latino,61,59,2,No meaningful results,,,,319,7,326
16180,"Carson City, NV",54773,Metropolitan Statistical Area,Native American,4,2,2,No meaningful results,,,,319,7,326
16180,"Carson City, NV",54773,Metropolitan Statistical Area,AAPI,17,16,1,No meaningful results,,,,319,7,326
41420,"Salem, OR",422678,Metropolitan Statistical Area,Black,26,25,1,No meaningful results,,,,2524,130,2654
41420,"Salem, OR",422678,Metropolitan Statistical Area,Latino,434,391,43,No meaningful results,,,,2524,130,2654
41420,"Salem, OR",422678,Metropolitan Statistical Area,Native American,33,32,1,No meaningful results,,,,2524,130,2654
41420,"Salem, OR",422678,Metropolitan Statistical Area,AAPI,115,110,5,No meaningful results,,,,2524,130,2654
45220,"Tallahassee, FL",382197,Metropolitan Statistical Area,Black,238,192,46,Regression equation needs to be tweaked,1.812378583,1.8,18,1573,108,1681
45220,"Tallahassee, FL",382197,Metropolitan Statistical Area,Latino,117,107,10,Regression equation needs to be tweaked,0.530089613,0.5,5,1573,108,1681
45220,"Tallahassee, FL",382197,Metropolitan Statistical Area,Native American,7,5,2,Regression equation needs to be tweaked,10.4168291,10.4,104,1573,108,1681
45220,"Tallahassee, FL",382197,Metropolitan Statistical Area,AAPI,132,117,15,Regression equation needs to be tweaked,1.305907683,1.3,13,1573,108,1681
26740,"Hutchinson, KS",62765,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,200,11,211
26740,"Hutchinson, KS",62765,Micropolitan Statistical Area,Latino,6,6,0,No meaningful results,,,,200,11,211
26740,"Hutchinson, KS",62765,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,200,11,211
26740,"Hutchinson, KS",62765,Micropolitan Statistical Area,AAPI,1,0,1,No meaningful results,,,,200,11,211
29660,"Laramie, WY",38390,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,211,9,220
29660,"Laramie, WY",38390,Micropolitan Statistical Area,Latino,6,6,0,No meaningful results,,,,211,9,220
29660,"Laramie, WY",38390,Micropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,211,9,220
29660,"Laramie, WY",38390,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,211,9,220
32700,"McPherson, KS",28567,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,79,6,85
32700,"McPherson, KS",28567,Micropolitan Statistical Area,Latino,1,1,0,No meaningful results,,,,79,6,85
32700,"McPherson, KS",28567,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,79,6,85
32700,"McPherson, KS",28567,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,79,6,85
42034,"San Rafael, CA",259943,Metropolitan Division,Black,16,16,0,Regression equation needs to be tweaked,9.39E-14,0,0,1378,68,1446
42034,"San Rafael, CA",259943,Metropolitan Division,Latino,116,105,11,Regression equation needs to be tweaked,1.593950469,1.6,16,1378,68,1446
42034,"San Rafael, CA",259943,Metropolitan Division,Native American,5,5,0,Regression equation needs to be tweaked,3.46E-08,0,0,1378,68,1446
42034,"San Rafael, CA",259943,Metropolitan Division,AAPI,152,144,8,Regression equation needs to be tweaked,1.072789442,1.1,11,1378,68,1446
36020,"Oak Harbor, WA",82866,Micropolitan Statistical Area,Black,6,6,0,No meaningful results,,,,560,37,597
36020,"Oak Harbor, WA",82866,Micropolitan Statistical Area,Latino,17,16,1,No meaningful results,,,,560,37,597
36020,"Oak Harbor, WA",82866,Micropolitan Statistical Area,Native American,9,8,1,No meaningful results,,,,560,37,597
36020,"Oak Harbor, WA",82866,Micropolitan Statistical Area,AAPI,23,23,0,No meaningful results,,,,560,37,597
12220,"Auburn-Opelika, AL",161152,Metropolitan Statistical Area,Black,87,76,11,No meaningful results,,,,923,23,946
12220,"Auburn-Opelika, AL",161152,Metropolitan Statistical Area,Latino,25,23,2,No meaningful results,,,,923,23,946
12220,"Auburn-Opelika, AL",161152,Metropolitan Statistical Area,Native American,5,5,0,No meaningful results,,,,923,23,946
12220,"Auburn-Opelika, AL",161152,Metropolitan Statistical Area,AAPI,106,100,6,No meaningful results,,,,923,23,946
23860,"Georgetown, SC",61952,Micropolitan Statistical Area,Black,15,11,4,No meaningful results,,,,372,22,394
23860,"Georgetown, SC",61952,Micropolitan Statistical Area,Latino,2,2,0,No meaningful results,,,,372,22,394
23860,"Georgetown, SC",61952,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,372,22,394
23860,"Georgetown, SC",61952,Micropolitan Statistical Area,AAPI,1,0,1,No meaningful results,,,,372,22,394
43760,"Sonora, CA",54045,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,231,21,252
43760,"Sonora, CA",54045,Micropolitan Statistical Area,Latino,13,12,1,No meaningful results,,,,231,21,252
43760,"Sonora, CA",54045,Micropolitan Statistical Area,Native American,3,3,0,No meaningful results,,,,231,21,252
43760,"Sonora, CA",54045,Micropolitan Statistical Area,AAPI,8,7,1,No meaningful results,,,,231,21,252
19940,"Dixon, IL",34389,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,61,2,63
19940,"Dixon, IL",34389,Micropolitan Statistical Area,Latino,1,1,0,No meaningful results,,,,61,2,63
19940,"Dixon, IL",34389,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,61,2,63
19940,"Dixon, IL",34389,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,61,2,63
32000,"Marion, NC",45227,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,187,10,197
32000,"Marion, NC",45227,Micropolitan Statistical Area,Latino,4,4,0,No meaningful results,,,,187,10,197
32000,"Marion, NC",45227,Micropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,187,10,197
32000,"Marion, NC",45227,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,187,10,197
42020,"San Luis Obispo-Paso Robles, CA",282165,Metropolitan Statistical Area,Black,9,9,0,No meaningful results,,,,1337,85,1422
42020,"San Luis Obispo-Paso Robles, CA",282165,Metropolitan Statistical Area,Latino,175,168,7,No meaningful results,,,,1337,85,1422
42020,"San Luis Obispo-Paso Robles, CA",282165,Metropolitan Statistical Area,Native American,4,3,1,No meaningful results,,,,1337,85,1422
42020,"San Luis Obispo-Paso Robles, CA",282165,Metropolitan Statistical Area,AAPI,75,69,6,No meaningful results,,,,1337,85,1422
24330,"Grand Rapids, MN",45141,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,210,55,265
24330,"Grand Rapids, MN",45141,Micropolitan Statistical Area,Latino,5,2,3,No meaningful results,,,,210,55,265
24330,"Grand Rapids, MN",45141,Micropolitan Statistical Area,Native American,4,1,3,No meaningful results,,,,210,55,265
24330,"Grand Rapids, MN",45141,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,210,55,265
49340,"Worcester, MA-CT",941338,Metropolitan Statistical Area,Black,245,219,26,Regression equation needs to be tweaked,1.991171205,2,20,4659,217,4876
49340,"Worcester, MA-CT",941338,Metropolitan Statistical Area,Latino,604,537,67,Regression equation needs to be tweaked,1.678874853,1.7,17,4659,217,4876
49340,"Worcester, MA-CT",941338,Metropolitan Statistical Area,Native American,17,15,2,Regression equation needs to be tweaked,2.154874278,2.2,22,4659,217,4876
49340,"Worcester, MA-CT",941338,Metropolitan Statistical Area,AAPI,528,477,51,Regression equation needs to be tweaked,1.974348577,2,20,4659,217,4876
22380,"Flagstaff, AZ",141274,Metropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,619,36,655
22380,"Flagstaff, AZ",141274,Metropolitan Statistical Area,Latino,75,67,8,No meaningful results,,,,619,36,655
22380,"Flagstaff, AZ",141274,Metropolitan Statistical Area,Native American,15,14,1,No meaningful results,,,,619,36,655
22380,"Flagstaff, AZ",141274,Metropolitan Statistical Area,AAPI,26,24,2,No meaningful results,,,,619,36,655
35300,"New Haven-Milford, CT",857513,Metropolitan Statistical Area,Black,313,263,50,Statistcially significant disparity,2.533404589,2.5,25,3431,203,3634
35300,"New Haven-Milford, CT",857513,Metropolitan Statistical Area,Latino,599,526,73,Statistcially significant disparity,1.552647286,1.6,16,3431,203,3634
35300,"New Haven-Milford, CT",857513,Metropolitan Statistical Area,Native American,16,14,2,Not statistcially significant,3.211653342,3.2,32,3431,203,3634
35300,"New Haven-Milford, CT",857513,Metropolitan Statistical Area,AAPI,246,220,26,Not statistcially significant,1.637480649,1.6,16,3431,203,3634
49740,"Yuma, AZ",209468,Metropolitan Statistical Area,Black,6,5,1,No meaningful results,,,,340,12,352
49740,"Yuma, AZ",209468,Metropolitan Statistical Area,Latino,388,362,26,No meaningful results,,,,340,12,352
49740,"Yuma, AZ",209468,Metropolitan Statistical Area,Native American,5,5,0,No meaningful results,,,,340,12,352
49740,"Yuma, AZ",209468,Metropolitan Statistical Area,AAPI,23,22,1,No meaningful results,,,,340,12,352
22840,"Fort Payne, AL",71310,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,136,12,148
22840,"Fort Payne, AL",71310,Micropolitan Statistical Area,Latino,5,3,2,No meaningful results,,,,136,12,148
22840,"Fort Payne, AL",71310,Micropolitan Statistical Area,Native American,3,3,0,No meaningful results,,,,136,12,148
22840,"Fort Payne, AL",71310,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,136,12,148
33300,"Milledgeville, GA",53626,Micropolitan Statistical Area,Black,15,13,2,No meaningful results,,,,103,2,105
33300,"Milledgeville, GA",53626,Micropolitan Statistical Area,Latino,3,3,0,No meaningful results,,,,103,2,105
33300,"Milledgeville, GA",53626,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,103,2,105
33300,"Milledgeville, GA",53626,Micropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,103,2,105
35980,"Norwich-New London, CT",267390,Metropolitan Statistical Area,Black,39,37,2,Regression equation needs to be tweaked,1.01526727,1,10,1244,82,1326
35980,"Norwich-New London, CT",267390,Metropolitan Statistical Area,Latino,96,85,11,Regression equation needs to be tweaked,2.660480949,2.7,27,1244,82,1326
35980,"Norwich-New London, CT",267390,Metropolitan Statistical Area,Native American,11,10,1,Regression equation needs to be tweaked,2.214912755,2.2,22,1244,82,1326
35980,"Norwich-New London, CT",267390,Metropolitan Statistical Area,AAPI,65,58,7,Regression equation needs to be tweaked,2.313548475,2.3,23,1244,82,1326
20260,"Duluth, MN-WI",289247,Metropolitan Statistical Area,Black,12,10,2,Not statistcially significant,0.493433449,0.5,5,1755,117,1872
20260,"Duluth, MN-WI",289247,Metropolitan Statistical Area,Latino,21,19,2,Not statistcially significant,1.4783153,1.5,15,1755,117,1872
20260,"Duluth, MN-WI",289247,Metropolitan Statistical Area,Native American,16,13,3,Not enough of applications,4.220520124,4.2,42,1755,117,1872
20260,"Duluth, MN-WI",289247,Metropolitan Statistical Area,AAPI,15,14,1,Not statistcially significant,1.361913349,1.4,14,1755,117,1872
19300,"Daphne-Fairhope-Foley, AL",212830,Metropolitan Statistical Area,Black,30,28,2,No meaningful results,,,,2150,108,2258
19300,"Daphne-Fairhope-Foley, AL",212830,Metropolitan Statistical Area,Latino,38,36,2,No meaningful results,,,,2150,108,2258
19300,"Daphne-Fairhope-Foley, AL",212830,Metropolitan Statistical Area,Native American,11,10,1,No meaningful results,,,,2150,108,2258
19300,"Daphne-Fairhope-Foley, AL",212830,Metropolitan Statistical Area,AAPI,31,29,2,No meaningful results,,,,2150,108,2258
14454,"Boston, MA",2012345,Metropolitan Division,Black,792,712,80,Statistcially significant disparity,1.826663594,1.8,18,10311,469,10780
14454,"Boston, MA",2012345,Metropolitan Division,Latino,753,690,63,Statistcially significant disparity,1.669317485,1.7,17,10311,469,10780
14454,"Boston, MA",2012345,Metropolitan Division,Native American,25,23,2,Not statistcially significant,1.325214113,1.3,13,10311,469,10780
14454,"Boston, MA",2012345,Metropolitan Division,AAPI,1724,1598,126,Statistcially significant disparity,1.50064292,1.5,15,10311,469,10780
13740,"Billings, MT",179071,Metropolitan Statistical Area,Black,6,5,1,No meaningful results,,,,1309,54,1363
13740,"Billings, MT",179071,Metropolitan Statistical Area,Latino,32,32,0,No meaningful results,,,,1309,54,1363
13740,"Billings, MT",179071,Metropolitan Statistical Area,Native American,8,8,0,No meaningful results,,,,1309,54,1363
13740,"Billings, MT",179071,Metropolitan Statistical Area,AAPI,15,15,0,No meaningful results,,,,1309,54,1363
23540,"Gainesville, FL",323799,Metropolitan Statistical Area,Black,75,64,11,No meaningful results,,,,1638,102,1740
23540,"Gainesville, FL",323799,Metropolitan Statistical Area,Latino,206,184,22,No meaningful results,,,,1638,102,1740
23540,"Gainesville, FL",323799,Metropolitan Statistical Area,Native American,9,8,1,No meaningful results,,,,1638,102,1740
23540,"Gainesville, FL",323799,Metropolitan Statistical Area,AAPI,170,153,17,No meaningful results,,,,1638,102,1740
20420,"Durango, CO",55617,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,480,29,509
20420,"Durango, CO",55617,Micropolitan Statistical Area,Latino,18,17,1,No meaningful results,,,,480,29,509
20420,"Durango, CO",55617,Micropolitan Statistical Area,Native American,7,7,0,No meaningful results,,,,480,29,509
20420,"Durango, CO",55617,Micropolitan Statistical Area,AAPI,5,5,0,No meaningful results,,,,480,29,509
31700,"Manchester-Nashua, NH",413035,Metropolitan Statistical Area,Black,43,32,11,Not enough of applications,5.214281823,5.2,52,3073,190,3263
31700,"Manchester-Nashua, NH",413035,Metropolitan Statistical Area,Latino,147,126,21,Statistcially significant disparity,2.32389027,2.3,23,3073,190,3263
31700,"Manchester-Nashua, NH",413035,Metropolitan Statistical Area,Native American,7,6,1,Not statistcially significant,2.320013561,2.3,23,3073,190,3263
31700,"Manchester-Nashua, NH",413035,Metropolitan Statistical Area,AAPI,182,159,23,Statistcially significant disparity,2.130002584,2.1,21,3073,190,3263
25860,"Hickory-Lenoir-Morganton, NC",366678,Metropolitan Statistical Area,Black,42,39,3,No meaningful results,,,,1820,99,1919
25860,"Hickory-Lenoir-Morganton, NC",366678,Metropolitan Statistical Area,Latino,109,101,8,No meaningful results,,,,1820,99,1919
25860,"Hickory-Lenoir-Morganton, NC",366678,Metropolitan Statistical Area,Native American,7,7,0,No meaningful results,,,,1820,99,1919
25860,"Hickory-Lenoir-Morganton, NC",366678,Metropolitan Statistical Area,AAPI,79,66,13,No meaningful results,,,,1820,99,1919
27980,"Kahului-Wailuku-Lahaina, HI",165979,Metropolitan Statistical Area,Black,8,7,1,Regression equation needs to be tweaked,0.292787169,0.3,3,457,31,488
27980,"Kahului-Wailuku-Lahaina, HI",165979,Metropolitan Statistical Area,Latino,51,48,3,Regression equation needs to be tweaked,0.75051495,0.8,8,457,31,488
27980,"Kahului-Wailuku-Lahaina, HI",165979,Metropolitan Statistical Area,Native American,8,7,1,Regression equation needs to be tweaked,2.648656803,2.6,26,457,31,488
27980,"Kahului-Wailuku-Lahaina, HI",165979,Metropolitan Statistical Area,AAPI,260,243,17,Regression equation needs to be tweaked,0.791331083,0.8,8,457,31,488
21260,"Ellensburg, WA",45897,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,340,30,370
21260,"Ellensburg, WA",45897,Micropolitan Statistical Area,Latino,16,16,0,No meaningful results,,,,340,30,370
21260,"Ellensburg, WA",45897,Micropolitan Statistical Area,Native American,5,5,0,No meaningful results,,,,340,30,370
